Unnamed: 0.1,recruitment_title,url,career,education,due_date,company_name,jobs,skills,created_at,updated_at,company_id,company_size,company_introduction,company_sales,company_url,company_img_url,company_addr
526,[솔로몬엠] 모빌리티 플랫폼 운영 중급 개발자(JAVA)  모집,https://www.jobkorea.co.kr//Recruit/GI_Read/44618014,경력 (3년이상),학력무관,상시채용,㈜솔로몬엠,"앱개발자,소프트웨어개발자,웹개발자",".net,java,jsp,linux",2024-05-10 11:29:05.51421+09,2024-05-10 11:29:05.514211+09,5751.0,중소기업,,"57억6,900만",http://www.solomonm.co.kr,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2022/2/21/JK_CO_Qeusuv022022117024617.png?v=202405031008,서울금천구디지털로178(가산동)현대가산퍼블릭A동724호
527,(주)이노룰스 AI 개발자 상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/44216412,경력 (5년이상),학력무관,상시채용,㈜이노룰스,머신러닝엔지니어,"java,linux,sw,ai/인공지능",2024-05-10 11:29:05.514423+09,2024-05-10 11:29:05.514424+09,5764.0,벤처기업,,162억,http://www.innorules.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2019/5/2539r008Ri_wX5a3dx3024i0erYiU9_8d2ri.JPG?v=202405031009&hash=r&serviceCode=CL,"서울송파구법원로6길7(문정동,송파유탑테크밸리)12층"
528,(주)이노룰스 QA 상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/44216802,경력 (3년이상),학력무관,상시채용,㈜이노룰스,QA,"qa,sw",2024-05-10 11:29:05.514423+09,2024-05-10 11:29:05.514424+09,5764.0,벤처기업,,162억,http://www.innorules.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2019/5/2539r008Ri_wX5a3dx3024i0erYiU9_8d2ri.JPG?v=202405031009&hash=r&serviceCode=CL,"서울송파구법원로6길7(문정동,송파유탑테크밸리)12층"
529,(SI)Desktop개발 . 중고급 1명(즉시투입.공덕),https://www.jobkorea.co.kr//Recruit/GI_Read/44618871,경력 (6년이상),학력무관,05/10(금),맨텍네트웍스㈜,"프론트엔드개발자,백엔드개발자",kotlin,2024-05-10 11:29:05.514817+09,2024-05-10 11:29:05.514819+09,5788.0,중소기업,,64억2천만원(2022.12.31),명시되어있지않음,명시되어있지않음,"서울송파구법원로128(문정동,문정에스케이브이원지엘메트로시티)a1107"
530,(SI)증권 MTS 프로젝트 업무개발. 중고급 1명(즉시투입.공덕역),https://www.jobkorea.co.kr//Recruit/GI_Read/44618887,경력 (6년이상),학력무관,05/10(금),맨텍네트웍스㈜,웹개발자,java,2024-05-10 11:29:05.514817+09,2024-05-10 11:29:05.514819+09,5788.0,중소기업,,64억2천만원(2022.12.31),명시되어있지않음,명시되어있지않음,"서울송파구법원로128(문정동,문정에스케이브이원지엘메트로시티)a1107"
531,시스템 엔지니어(경력),https://www.jobkorea.co.kr//Recruit/GI_Read/44414672,경력 (1년이상),학력무관,05/31(금),㈜브리지텍,시스템엔지니어,linux,2024-05-10 11:29:05.514865+09,2024-05-10 11:29:05.514866+09,5791.0,중소기업,,535억4천만원(2023.12.31),http://www.bridgetec.co.kr,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2004/9/2a5ae009Dq_jGchci2p3v2oq0feFaOb_sluqeq.jpg?v=202405031010&hash=r&serviceCode=CL,"서울영등포구국제금융로2길32(여의도동,여의도파이낸스타워)17~18F"
532,[Blue Analytics] 데이터 엔지니어 / Data Architect 채용 공고,https://www.jobkorea.co.kr//Recruit/GI_Read/44576171,경력 (2년이상),대졸이상,06/29(토),펜타시스템테크놀러지㈜,"데이터엔지니어,DBA","java,python,linux,etl,snowflake",2024-05-10 11:29:05.514913+09,2024-05-10 11:29:05.514915+09,5794.0,중소기업,,679억,http://www.penta.co.kr,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2003/7/2w34e008Rd_kX3l6ds3421d0eeYiUq_3c2ed.gif?v=202405031010&hash=r&serviceCode=CL,"서울영등포구여의공원로115(여의도동,세우빌딩)10~11층"
533,Blue Mobility 웹개발자 정규직 채용 공고,https://www.jobkorea.co.kr//Recruit/GI_Read/44331776,경력 (5년이상),초대졸이상,상시채용,펜타시스템테크놀러지㈜,웹개발자,"java,javascript,jsp,qgis,dbms",2024-05-10 11:29:05.514913+09,2024-05-10 11:29:05.514915+09,5794.0,중소기업,,679억,http://www.penta.co.kr,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2003/7/2w34e008Rd_kX3l6ds3421d0eeYiUq_3c2ed.gif?v=202405031010&hash=r&serviceCode=CL,"서울영등포구여의공원로115(여의도동,세우빌딩)10~11층"
534,Blue Analytics 데이터 분석가 채용 공고,https://www.jobkorea.co.kr//Recruit/GI_Read/44216875,경력 (3년이상),대졸이상,05/12(일),펜타시스템테크놀러지㈜,데이터사이언티스트,"python,ai,ml",2024-05-10 11:29:05.514913+09,2024-05-10 11:29:05.514915+09,5794.0,중소기업,,679억,http://www.penta.co.kr,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2003/7/2w34e008Rd_kX3l6ds3421d0eeYiUq_3c2ed.gif?v=202405031010&hash=r&serviceCode=CL,"서울영등포구여의공원로115(여의도동,세우빌딩)10~11층"
535,[ 소프트웨어 교육 ] 전문 강사 모집,https://www.jobkorea.co.kr//Recruit/GI_Read/44624193,신입·경력 (2년이상),학력무관,07/06(토),㈜소프트파워,"웹개발자,IT컨설팅","android,c#,html5,java,javascript,mysql,sql",2024-05-10 11:29:05.515051+09,2024-05-10 11:29:05.515052+09,5802.0,중소기업,,38억,http://www.smartmaker.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2022/1/03/JK_CO_qxCdhE822010313133530.png?v=202405031010,"서울마포구성암로330(상암동,DMC첨단산업센터)A동5층503호"
536,[ 유튜버 모집 ] 파워포인트 사용법 겅의 및 홍보,https://www.jobkorea.co.kr//Recruit/GI_Read/44624237,신입·경력 (2년이상),학력무관,07/06(토),㈜소프트파워,웹개발자,"3dsmax,파이널컷,프리미어",2024-05-10 11:29:05.515051+09,2024-05-10 11:29:05.515052+09,5802.0,중소기업,,38억,http://www.smartmaker.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2022/1/03/JK_CO_qxCdhE822010313133530.png?v=202405031010,"서울마포구성암로330(상암동,DMC첨단산업센터)A동5층503호"
537,[ 유튜버 모집 ] SW사용법 안내 및 홍보,https://www.jobkorea.co.kr//Recruit/GI_Read/44451127,신입·경력 (2년이상),학력무관,06/11(화),㈜소프트파워,웹개발자,"3dsmax,파이널컷,프리미어",2024-05-10 11:29:05.515051+09,2024-05-10 11:29:05.515052+09,5802.0,중소기업,,38억,http://www.smartmaker.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2022/1/03/JK_CO_qxCdhE822010313133530.png?v=202405031010,"서울마포구성암로330(상암동,DMC첨단산업센터)A동5층503호"
538,"[코스닥상장사] JAVA/웹개발, 자사솔루션 연구개발 FrontEnd/BackEnd 개발자 채용(정규직)",https://www.jobkorea.co.kr//Recruit/GI_Read/44539333,경력 (3년이상),대졸이상,05/24(금),㈜인스웨이브시스템즈,"프론트엔드개발자,백엔드개발자,웹개발자","api,aws,docker,git,html5,java,javascript,jira,mariadb,springboot",2024-05-10 11:29:05.515067+09,2024-05-10 11:29:05.515068+09,5803.0,벤처기업,,315억,http://www.inswave.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2021/12/16/JK_CO_rJwBlQv21121610150664.png?v=202405031010,"서울강서구공항대로247(마곡동,퀸즈파크나인)C동12층"
539,[정규직] UAP모바일팀 연구개발부문 채용 (Server 부문),https://www.jobkorea.co.kr//Recruit/GI_Read/44286496,경력 (3년이상),초대졸이상,05/21(화),㈜인스웨이브시스템즈,"백엔드개발자,웹개발자,소프트웨어개발자","git,html,java,javascript,jpa,springboot,sql",2024-05-10 11:29:05.515067+09,2024-05-10 11:29:05.515068+09,5803.0,벤처기업,,315억,http://www.inswave.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2021/12/16/JK_CO_rJwBlQv21121610150664.png?v=202405031010,"서울강서구공항대로247(마곡동,퀸즈파크나인)C동12층"
540,내부 관리 시스템 운영 팀장 모집,https://www.jobkorea.co.kr//Recruit/GI_Read/44603328,경력 (10년이상),대졸이상,06/02(일),㈜인스웨이브시스템즈,"웹개발자,시스템엔지니어,소프트웨어개발자","html5,java,javascript,dbms",2024-05-10 11:29:05.515067+09,2024-05-10 11:29:05.515068+09,5803.0,벤처기업,,315억,http://www.inswave.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2021/12/16/JK_CO_rJwBlQv21121610150664.png?v=202405031010,"서울강서구공항대로247(마곡동,퀸즈파크나인)C동12층"
541,(주)태성에스엔이 전산팀 IT서비스 담당자 채용 건,https://www.jobkorea.co.kr//Recruit/GI_Read/44573450,신입·경력 (1년이상),대졸이상,05/29(수),㈜태성에스엔이,"네트워크엔지니어,보안엔지니어,시스템엔지니어","네트워크관리사자격,정보보안기사자격,정보처리기사자격,네트워크,os,하드웨어,sw",2024-05-10 11:29:05.515264+09,2024-05-10 11:29:05.515266+09,5815.0,중소기업,,명시되어있지않음,http://www.tsne.co.kr,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2022/1/24/JK_CO_8Gk06Nj22012410072911.png?v=202405031011,서울성동구성수동2가333-140서울숲코오롱디지털타워2차10층
542,(주)소프트웨이즈 ((구)태성에스엔이 클라우드사업팀) 기술영업/엔지니어 채용 건,https://www.jobkorea.co.kr//Recruit/GI_Read/44492205,경력 (3년이상),대졸이상,05/18(토),㈜태성에스엔이,"웹개발자,소프트웨어개발자","aws,라라벨,publiccloud,msp,hpccloud,cloudscp",2024-05-10 11:29:05.515264+09,2024-05-10 11:29:05.515266+09,5815.0,중소기업,,명시되어있지않음,http://www.tsne.co.kr,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2022/1/24/JK_CO_8Gk06Nj22012410072911.png?v=202405031011,서울성동구성수동2가333-140서울숲코오롱디지털타워2차10층
543,[DKI] 프로젝트 관리자(PM) 경력직 채용,https://www.jobkorea.co.kr//Recruit/GI_Read/44241525,경력,학력무관,상시채용,디케이아이테크놀로지,"앱개발자,웹개발자","java,jsp",2024-05-10 11:29:05.515457+09,2024-05-10 11:29:05.515459+09,5827.0,중소기업,,226억,http://www.dkitec.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2007/13/2d9md006Xy_vGipv2h2ry0cdVaRj_2dy.jpg?v=202405031011&hash=r&serviceCode=CL,"서울영등포구여의나루로71(여의도동,동화빌딩)5층"
544,[DKI] IT 품질관리 채용,https://www.jobkorea.co.kr//Recruit/GI_Read/44470637,경력 (3년이상),학력무관,상시채용,디케이아이테크놀로지,QA,"qa,qc",2024-05-10 11:29:05.515457+09,2024-05-10 11:29:05.515459+09,5827.0,중소기업,,226억,http://www.dkitec.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2007/13/2d9md006Xy_vGipv2h2ry0cdVaRj_2dy.jpg?v=202405031011&hash=r&serviceCode=CL,"서울영등포구여의나루로71(여의도동,동화빌딩)5층"
545,"SI(분석,설계)/유통.재무회계,전문가수준/마포/5월초-1년/고급/개발없음/",https://www.jobkorea.co.kr//Recruit/GI_Read/44506756,경력 (3년이상),학력무관,05/19(일),㈜조인아이티,소프트웨어개발자,명시되어있지않음,2024-05-10 11:29:05.515552+09,2024-05-10 11:29:05.515553+09,5833.0,중소기업,,21억6천만원(2021.12.31),http://-,명시되어있지않음,경기안양시동안구관양동1505-29신한데뷰오피스텔
546,"SI(구축)/DT기반.솔루션/업무(인사.근태)/신중동역인근/05월or06월-25.01/중급-고급/Oracle,Java,Spring,Jsp/업무경험자/",https://www.jobkorea.co.kr//Recruit/GI_Read/44497626,경력 (3년이상),학력무관,05/18(토),㈜조인아이티,"백엔드개발자,웹개발자,프론트엔드개발자",명시되어있지않음,2024-05-10 11:29:05.515552+09,2024-05-10 11:29:05.515553+09,5833.0,중소기업,,21억6천만원(2021.12.31),http://-,명시되어있지않음,경기안양시동안구관양동1505-29신한데뷰오피스텔
547,"SM(운영)/생명.모바일(웹,앱)/광화문/즉시-연단위/초상-고초/Java,Javascript,JSP,Spring,Oracle,Android(aos,안드로이드)/",https://www.jobkorea.co.kr//Recruit/GI_Read/44502449,경력 (3년이상),학력무관,05/19(일),㈜조인아이티,"백엔드개발자,웹개발자,프론트엔드개발자",명시되어있지않음,2024-05-10 11:29:05.515552+09,2024-05-10 11:29:05.515553+09,5833.0,중소기업,,21억6천만원(2021.12.31),http://-,명시되어있지않음,경기안양시동안구관양동1505-29신한데뷰오피스텔
548,SI(전자.MS-SQL.데이터개발)/증미역/투입-6개월/고급/경험자(MS-SQL 데이터개발)/,https://www.jobkorea.co.kr//Recruit/GI_Read/44628258,경력 (3년이상),학력무관,06/06(목),㈜조인아이티,"웹개발자,프론트엔드개발자,백엔드개발자",명시되어있지않음,2024-05-10 11:29:05.515552+09,2024-05-10 11:29:05.515553+09,5833.0,중소기업,,21억6천만원(2021.12.31),http://-,명시되어있지않음,경기안양시동안구관양동1505-29신한데뷰오피스텔
549,"SM(운영)/생명.모바일(웹,앱)/광화문/5월or6월-연단위/초상-고초/Java,Javascript,JSP,Spring,Oracle,ios(아이폰)/",https://www.jobkorea.co.kr//Recruit/GI_Read/44502662,경력 (3년이상),학력무관,05/19(일),㈜조인아이티,"백엔드개발자,웹개발자,프론트엔드개발자",명시되어있지않음,2024-05-10 11:29:05.515552+09,2024-05-10 11:29:05.515553+09,5833.0,중소기업,,21억6천만원(2021.12.31),http://-,명시되어있지않음,경기안양시동안구관양동1505-29신한데뷰오피스텔
550,"SI(모바일신분증구축및확대)/세종/07월-25.02/ta/센터설계(대전),설정지원및기술분야대응,외 상세참조/",https://www.jobkorea.co.kr//Recruit/GI_Read/44628140,경력 (3년이상),학력무관,06/06(목),㈜조인아이티,소프트웨어개발자,명시되어있지않음,2024-05-10 11:29:05.515552+09,2024-05-10 11:29:05.515553+09,5833.0,중소기업,,21억6천만원(2021.12.31),http://-,명시되어있지않음,경기안양시동안구관양동1505-29신한데뷰오피스텔
551,"SI(공공.사법.공통파트구축)/여의도역부근/즉시-9월/초상/java,sebsquare/",https://www.jobkorea.co.kr//Recruit/GI_Read/44628193,경력 (3년이상),학력무관,06/06(목),㈜조인아이티,"웹개발자,프론트엔드개발자,백엔드개발자",명시되어있지않음,2024-05-10 11:29:05.515552+09,2024-05-10 11:29:05.515553+09,5833.0,중소기업,,21억6천만원(2021.12.31),http://-,명시되어있지않음,경기안양시동안구관양동1505-29신한데뷰오피스텔
552,"SM(운영)/카드/을지로/중급/경험자(x86가상화,서버가상화,스토리지),상세참조/",https://www.jobkorea.co.kr//Recruit/GI_Read/44487736,경력 (3년이상),학력무관,05/17(금),㈜조인아이티,시스템엔지니어,명시되어있지않음,2024-05-10 11:29:05.515552+09,2024-05-10 11:29:05.515553+09,5833.0,중소기업,,21억6천만원(2021.12.31),http://-,명시되어있지않음,경기안양시동안구관양동1505-29신한데뷰오피스텔
553,"SI(분석,설계,개발)/관광.레저/즉시-16개월/경험및가능자(분석,설계)/상세참조/각1명(인사후생,세무회계,재무회계)/",https://www.jobkorea.co.kr//Recruit/GI_Read/44506489,경력 (3년이상),학력무관,05/19(일),㈜조인아이티,"백엔드개발자,웹개발자,프론트엔드개발자",명시되어있지않음,2024-05-10 11:29:05.515552+09,2024-05-10 11:29:05.515553+09,5833.0,중소기업,,21억6천만원(2021.12.31),http://-,명시되어있지않음,경기안양시동안구관양동1505-29신한데뷰오피스텔
554,SM(운영)/공단.산재예방/송내역/즉시-24.12.또는.25.05/경력10년이상자/겸직(ETL(informatica)과DBA(oracle))/,https://www.jobkorea.co.kr//Recruit/GI_Read/44497510,경력 (3년이상),학력무관,05/18(토),㈜조인아이티,DBA,명시되어있지않음,2024-05-10 11:29:05.515552+09,2024-05-10 11:29:05.515553+09,5833.0,중소기업,,21억6천만원(2021.12.31),http://-,명시되어있지않음,경기안양시동안구관양동1505-29신한데뷰오피스텔
555,"SI(구축)/형사사법고도화.PL/과천정부청사역/6월-24.12월/2명(pl급)/java,nexacro,형사사법과제경험자우대/",https://www.jobkorea.co.kr//Recruit/GI_Read/44505869,경력 (3년이상),학력무관,05/19(일),㈜조인아이티,"백엔드개발자,웹개발자,프론트엔드개발자",명시되어있지않음,2024-05-10 11:29:05.515552+09,2024-05-10 11:29:05.515553+09,5833.0,중소기업,,21억6천만원(2021.12.31),http://-,명시되어있지않음,경기안양시동안구관양동1505-29신한데뷰오피스텔
556,SI(개발)/제조.중국법인/난징/즉시or5월-24.12.31/중급이상/Phyton/오창2주교육후중국출장/체제비별도/,https://www.jobkorea.co.kr//Recruit/GI_Read/44488705,경력 (3년이상),학력무관,05/17(금),㈜조인아이티,"백엔드개발자,웹개발자,프론트엔드개발자",명시되어있지않음,2024-05-10 11:29:05.515552+09,2024-05-10 11:29:05.515553+09,5833.0,중소기업,,21억6천만원(2021.12.31),http://-,명시되어있지않음,경기안양시동안구관양동1505-29신한데뷰오피스텔
557,"SI(구축)/수퍼통합/역삼/05.07-24.12.15/초급1명/경력증빙/Miplatform을Vue.js로전환,발주/매입/재고영역의API개발/상세참조/",https://www.jobkorea.co.kr//Recruit/GI_Read/44533024,경력 (3년이상),학력무관,05/23(목),㈜조인아이티,"백엔드개발자,웹개발자,프론트엔드개발자",명시되어있지않음,2024-05-10 11:29:05.515552+09,2024-05-10 11:29:05.515553+09,5833.0,중소기업,,21억6천만원(2021.12.31),http://-,명시되어있지않음,경기안양시동안구관양동1505-29신한데뷰오피스텔
558,SI(구축)/제조유통.통합영업레거시아키텍트/삼각지역근처/05.01-25.05.31/고급/dba(일부da)/상세참조/,https://www.jobkorea.co.kr//Recruit/GI_Read/44488630,경력 (3년이상),학력무관,05/17(금),㈜조인아이티,DBA,명시되어있지않음,2024-05-10 11:29:05.515552+09,2024-05-10 11:29:05.515553+09,5833.0,중소기업,,21억6천만원(2021.12.31),http://-,명시되어있지않음,경기안양시동안구관양동1505-29신한데뷰오피스텔
559,"SI(분석,설계)/투자증권.Meta/업무상세참조/여의도/5월중-15개월or22개월/고급,업무경험및분석,설계자/",https://www.jobkorea.co.kr//Recruit/GI_Read/44423789,경력 (3년이상),학력무관,05/09(목),㈜조인아이티,"프론트엔드개발자,백엔드개발자,웹개발자",명시되어있지않음,2024-05-10 11:29:05.515552+09,2024-05-10 11:29:05.515553+09,5833.0,중소기업,,21억6천만원(2021.12.31),http://-,명시되어있지않음,경기안양시동안구관양동1505-29신한데뷰오피스텔
560,"SI(공공.사법.운영)/과천정부청사/6월-장기근무/중급/JAVA,NEXACRO/장기근무및진취적인분/",https://www.jobkorea.co.kr//Recruit/GI_Read/44628219,경력 (3년이상),학력무관,06/06(목),㈜조인아이티,"웹개발자,프론트엔드개발자,백엔드개발자",명시되어있지않음,2024-05-10 11:29:05.515552+09,2024-05-10 11:29:05.515553+09,5833.0,중소기업,,21억6천만원(2021.12.31),http://-,명시되어있지않음,경기안양시동안구관양동1505-29신한데뷰오피스텔
561,"SI(개발)/대체거래소/여의도/즉시-25.02/1명(고급),1명(초상-중급)/보안관리,솔류션세팅 등,,,플젝 전반적인 업무/",https://www.jobkorea.co.kr//Recruit/GI_Read/44423560,경력 (3년이상),학력무관,05/09(목),㈜조인아이티,시스템엔지니어,명시되어있지않음,2024-05-10 11:29:05.515552+09,2024-05-10 11:29:05.515553+09,5833.0,중소기업,,21억6천만원(2021.12.31),http://-,명시되어있지않음,경기안양시동안구관양동1505-29신한데뷰오피스텔
562,"SI(개발)/은행.금투세/부산/6월-10개월/15명(중급-고급)/BANCS(필수),C/은행업무경험자(필수)/수신업무경험자(우대)/",https://www.jobkorea.co.kr//Recruit/GI_Read/44419020,경력 (3년이상),학력무관,06/07(금),㈜조인아이티,"프론트엔드개발자,백엔드개발자,웹개발자",명시되어있지않음,2024-05-10 11:29:05.515552+09,2024-05-10 11:29:05.515553+09,5833.0,중소기업,,21억6천만원(2021.12.31),http://-,명시되어있지않음,경기안양시동안구관양동1505-29신한데뷰오피스텔
563,SI(개발)/은행.해외법인/수신or여신/을지로/즉시-24.11/5명(중급-고급)/필수(mdd)/필수(수신or여신)/,https://www.jobkorea.co.kr//Recruit/GI_Read/44421227,경력 (3년이상),학력무관,05/09(목),㈜조인아이티,"프론트엔드개발자,백엔드개발자,웹개발자",명시되어있지않음,2024-05-10 11:29:05.515552+09,2024-05-10 11:29:05.515553+09,5833.0,중소기업,,21억6천만원(2021.12.31),http://-,명시되어있지않음,경기안양시동안구관양동1505-29신한데뷰오피스텔
564,"SI(개발)/은행.환전업무/청라/5월중순-8개월/15명(중급-고급)/java/환전업무경험자(우대),외환업무경험자(필수)/",https://www.jobkorea.co.kr//Recruit/GI_Read/44418970,경력 (3년이상),학력무관,05/08(수),㈜조인아이티,"프론트엔드개발자,백엔드개발자,웹개발자",명시되어있지않음,2024-05-10 11:29:05.515552+09,2024-05-10 11:29:05.515553+09,5833.0,중소기업,,21억6천만원(2021.12.31),http://-,명시되어있지않음,경기안양시동안구관양동1505-29신한데뷰오피스텔
565,"SI(개발)/공공고도화/aa/과천정부청사역부근/6월-12월/고급,2명/솔루션적용관련응용공통개발핵심업무/",https://www.jobkorea.co.kr//Recruit/GI_Read/44387935,경력 (3년이상),학력무관,06/03(월),㈜조인아이티,소프트웨어개발자,명시되어있지않음,2024-05-10 11:29:05.515552+09,2024-05-10 11:29:05.515553+09,5833.0,중소기업,,21억6천만원(2021.12.31),http://-,명시되어있지않음,경기안양시동안구관양동1505-29신한데뷰오피스텔
566,"SI(PI,개발)/저축은행.여신종합/잠실/4월중순-(PI.3개월,개발.11개월)/고급,2명/JAVA,JSP/업무(개인신용,자동차담보대출)/",https://www.jobkorea.co.kr//Recruit/GI_Read/44250883,경력 (3년이상),학력무관,05/17(금),㈜조인아이티,"프론트엔드개발자,백엔드개발자,웹개발자",명시되어있지않음,2024-05-10 11:29:05.515552+09,2024-05-10 11:29:05.515553+09,5833.0,중소기업,,21억6천만원(2021.12.31),http://-,명시되어있지않음,경기안양시동안구관양동1505-29신한데뷰오피스텔
567,"SI(개발)/공공.고도화/과천정부청사역부근/6월-12월/중급(3명),고급(3명)/java,nexacro,oracle/DB(오라클)SQL쿼리작성중급이상인분/",https://www.jobkorea.co.kr//Recruit/GI_Read/44387838,경력 (3년이상),학력무관,06/03(월),㈜조인아이티,"프론트엔드개발자,백엔드개발자,웹개발자",명시되어있지않음,2024-05-10 11:29:05.515552+09,2024-05-10 11:29:05.515553+09,5833.0,중소기업,,21억6천만원(2021.12.31),http://-,명시되어있지않음,경기안양시동안구관양동1505-29신한데뷰오피스텔
568,"SI(분석,설계,개발)/전자.구매/수원영통/05월-18개월/고급,12명/java/경험자만(구매다수or전자플젝)/",https://www.jobkorea.co.kr//Recruit/GI_Read/44488653,경력 (3년이상),학력무관,05/17(금),㈜조인아이티,"백엔드개발자,웹개발자,프론트엔드개발자",명시되어있지않음,2024-05-10 11:29:05.515552+09,2024-05-10 11:29:05.515553+09,5833.0,중소기업,,21억6천만원(2021.12.31),http://-,명시되어있지않음,경기안양시동안구관양동1505-29신한데뷰오피스텔
569,"SI(구축)/임업비서(앱).오픈문의대응/대전/즉시-24.10.31/초급이상/전화상담,간단한문서작성/앱,웹등시스템전화상담경험/",https://www.jobkorea.co.kr//Recruit/GI_Read/44522392,경력 (3년이상),학력무관,05/22(수),㈜조인아이티,QA,명시되어있지않음,2024-05-10 11:29:05.515552+09,2024-05-10 11:29:05.515553+09,5833.0,중소기업,,21억6천만원(2021.12.31),http://-,명시되어있지않음,경기안양시동안구관양동1505-29신한데뷰오피스텔
570,SI(구축)/은행.카드플랫폼/동천역/4월말-9개월/고급/ta/금융권경험다수인분/,https://www.jobkorea.co.kr//Recruit/GI_Read/44475782,경력 (3년이상),학력무관,05/16(목),㈜조인아이티,시스템엔지니어,명시되어있지않음,2024-05-10 11:29:05.515552+09,2024-05-10 11:29:05.515553+09,5833.0,중소기업,,21억6천만원(2021.12.31),http://-,명시되어있지않음,경기안양시동안구관양동1505-29신한데뷰오피스텔
571,"SI(구축)/카드.페이백재구축/을지로4가/즉시-9월말/초급,3명/JAVA,JSP,restAPI/AI로직변환툴사용하여소스변환작업/필수(경력증빙,금융경험)/",https://www.jobkorea.co.kr//Recruit/GI_Read/44522544,경력 (3년이상),학력무관,05/22(수),㈜조인아이티,"백엔드개발자,웹개발자,프론트엔드개발자",명시되어있지않음,2024-05-10 11:29:05.515552+09,2024-05-10 11:29:05.515553+09,5833.0,중소기업,,21억6천만원(2021.12.31),http://-,명시되어있지않음,경기안양시동안구관양동1505-29신한데뷰오피스텔
572,"SM(유지보수)/공공.통합유지보수사업/여의도/5월중순-3년/5년차-중급/java,전자정부,공공경험자,반프리가능자/중간철수없슴/",https://www.jobkorea.co.kr//Recruit/GI_Read/44475035,경력 (3년이상),학력무관,05/16(목),㈜조인아이티,"백엔드개발자,웹개발자,프론트엔드개발자",명시되어있지않음,2024-05-10 11:29:05.515552+09,2024-05-10 11:29:05.515553+09,5833.0,중소기업,,21억6천만원(2021.12.31),http://-,명시되어있지않음,경기안양시동안구관양동1505-29신한데뷰오피스텔
573,"SI(개발)/제조업/부천/05.01-25.01/중급-고급/java,nexacro등ui경험/인사업무경험자/솔루션수정및개발/",https://www.jobkorea.co.kr//Recruit/GI_Read/44427120,경력 (3년이상),학력무관,05/09(목),㈜조인아이티,"프론트엔드개발자,백엔드개발자,웹개발자",명시되어있지않음,2024-05-10 11:29:05.515552+09,2024-05-10 11:29:05.515553+09,5833.0,중소기업,,21억6천만원(2021.12.31),http://-,명시되어있지않음,경기안양시동안구관양동1505-29신한데뷰오피스텔
574,"SI(개발)/유통업.메세지전송/문래역근처/04.29-24.12.28/파이썬,python,1명 /대용량 메세지 전송 경험자/",https://www.jobkorea.co.kr//Recruit/GI_Read/44427220,경력 (3년이상),학력무관,05/09(목),㈜조인아이티,"프론트엔드개발자,백엔드개발자,웹개발자",명시되어있지않음,2024-05-10 11:29:05.515552+09,2024-05-10 11:29:05.515553+09,5833.0,중소기업,,21억6천만원(2021.12.31),http://-,명시되어있지않음,경기안양시동안구관양동1505-29신한데뷰오피스텔
575,"SM(운영)/전자.mes/테라타워/즉시-년단위/초상-중초/java,spring,경험자(mes,제조)/반프리가능자/",https://www.jobkorea.co.kr//Recruit/GI_Read/44522525,경력 (3년이상),학력무관,05/22(수),㈜조인아이티,"백엔드개발자,웹개발자,프론트엔드개발자",명시되어있지않음,2024-05-10 11:29:05.515552+09,2024-05-10 11:29:05.515553+09,5833.0,중소기업,,21억6천만원(2021.12.31),http://-,명시되어있지않음,경기안양시동안구관양동1505-29신한데뷰오피스텔
576,"SI(구축)/암센터.ICT기반의차세대,qa/일산/즉시-24.10/고급1명,중급1명/qa,품질관리/경험자(공공수행,감리수검),등,,,/상세참조/",https://www.jobkorea.co.kr//Recruit/GI_Read/44484680,경력 (3년이상),학력무관,05/17(금),㈜조인아이티,QA,명시되어있지않음,2024-05-10 11:29:05.515552+09,2024-05-10 11:29:05.515553+09,5833.0,중소기업,,21억6천만원(2021.12.31),http://-,명시되어있지않음,경기안양시동안구관양동1505-29신한데뷰오피스텔
